Bulk CNx_step001_speed5deg/1,
θ/2θ - °,Intensity - cps
16.3500003814697,31884.666015625
16.3600006103516,31545.13671875
16.3700008392334,31296.3984375
16.3799991607666,31769.880859375
16.3899993896484,31464.841796875
16.3999996185303,31473.47265625
16.4099998474121,31871.40625
16.4200000762939,31597.966796875
16.4300003051758,31399.53515625
16.4400005340576,32065.2734375
16.4500007629395,31553.04296875
16.4599990844727,31222.802734375
16.4699993133545,31462.640625
16.4799995422363,31756.419921875
16.4899997711182,31814.76171875
16.5,31784.40234375
16.5100002288818,31602.0703125
16.5200004577637,31674.177734375
16.5300006866455,31528.46484375
16.5400009155273,31606.068359375
16.5499992370605,31848.662109375
16.5599994659424,31875.28515625
16.5699996948242,31913.6953125
16.5799999237061,31564.5703125
16.5900001525879,31921.21484375
16.6000003814697,32106.09765625
16.6100006103516,31826.546875
16.6200008392334,31776.607421875
16.6299991607666,31742.546875
16.6399993896484,32009.9296875
16.6499996185303,31659.33984375
16.6599998474121,31752.12109375
16.6700000762939,31437.978515625
16.6800003051758,31227.513671875
16.6900005340576,30909.435546875
16.7000007629395,31756.5546875
16.7099990844727,32011.138671875
16.7199993133545,31996.423828125
16.7299995422363,32508.736328125
16.7399997711182,32082.71875
16.75,31556.279296875
16.7600002288818,31371.58203125
16.7700004577637,31220.3046875
16.7800006866455,31958.984375
16.7900009155273,31946.138671875
16.7999992370605,31521.53125
16.8099994659424,31564.755859375
16.8199996948242,31652.818359375
16.8299999237061,31420.89453125
16.8400001525879,31605.35546875
16.8500003814697,32246.322265625
16.8600006103516,32137.474609375
16.8700008392334,32396.8984375
16.8799991607666,32834.72265625
16.8899993896484,32093.94140625
16.8999996185303,31658.134765625
16.9099998474121,32376.76953125
16.9200000762939,31860.72265625
16.9300003051758,32264.451171875
16.9400005340576,32450.6484375
16.9500007629395,32064.6328125
16.9599990844727,32010.3359375
16.9699993133545,32110.41015625
16.9799995422363,32243.8984375
16.9899997711182,31978.455078125
17,31497.40625
17.0100002288818,31932.83984375
17.0200004577637,32546.841796875
17.0300006866455,32718.552734375
17.0400009155273,32667.94921875
17.0499992370605,32457.45703125
17.0599994659424,32377.853515625
17.0699996948242,32361.369140625
17.0799999237061,32720.54296875
17.0900001525879,32659.125
17.1000003814697,32374.93359375
17.1100006103516,32245.31640625
17.1200008392334,32676.568359375
17.1299991607666,32828.99609375
17.1399993896484,32554.2421875
17.1499996185303,32903.3828125
17.1599998474121,33070.30859375
17.1700000762939,33210.96484375
17.1800003051758,33195.91796875
17.1900005340576,33106.84765625
17.2000007629395,32757.107421875
17.2099990844727,32298.994140625
17.2199993133545,32457.095703125
17.2299995422363,32712.22265625
17.2399997711182,32678.736328125
17.25,32796.48828125
17.2600002288818,32994.0234375
17.2700004577637,33131.625
17.2800006866455,33273.8671875
17.2900009155273,33281.41796875
17.2999992370605,33179.3359375
17.3099994659424,33153.89453125
17.3199996948242,33753.4609375
17.3299999237061,33443.2734375
17.3400001525879,33843.0859375
17.3500003814697,34110.81640625
17.3600006103516,33718.16015625
17.3700008392334,33990.0078125
17.3799991607666,34167.21875
17.3899993896484,33842.625
17.3999996185303,33443.68359375
17.4099998474121,33455.80078125
17.4200000762939,34150.4765625
17.4300003051758,34277.625
17.4400005340576,34058.25
17.4500007629395,34339.48828125
17.4599990844727,34250.640625
17.4699993133545,33922.34375
17.4799995422363,33734.828125
17.4899997711182,34025.453125
17.5,34213.51953125
17.5100002288818,33599.08984375
17.5200004577637,33642.81640625
17.5300006866455,33827.23046875
17.5400009155273,33619.99609375
17.5499992370605,33497.7265625
17.5599994659424,33607.27734375
17.5699996948242,33816.90234375
17.5799999237061,34317.87109375
17.5900001525879,34343.47265625
17.6000003814697,34044.046875
17.6100006103516,34047.71484375
17.6200008392334,33972.98828125
17.6299991607666,33719.265625
17.6399993896484,33964.38671875
17.6499996185303,34480.22265625
17.6599998474121,34491.94921875
17.6700000762939,34626.18359375
17.6800003051758,34451.859375
17.6900005340576,33954.44140625
17.7000007629395,33766.953125
17.7099990844727,33993.48046875
17.7199993133545,34062.77734375
17.7299995422363,34299.93359375
17.7399997711182,34473.2578125
17.75,34061.12890625
17.7600002288818,34090.37890625
17.7700004577637,34549.1015625
17.7800006866455,34345.03515625
17.7900009155273,33943.14453125
17.7999992370605,33889.171875
17.8099994659424,34127.82421875
17.8199996948242,33902.8203125
17.8299999237061,33807.078125
17.8400001525879,34020.47265625
17.8500003814697,33752.48828125
17.8600006103516,33540.90625
17.8700008392334,33950.2421875
17.8799991607666,34391.9375
17.8899993896484,34207.4296875
17.8999996185303,33743.01953125
17.9099998474121,33520.59375
17.9200000762939,33256.96484375
17.9300003051758,33717.921875
17.9400005340576,33431.58203125
17.9500007629395,33419.2734375
17.9599990844727,33996.2734375
17.9699993133545,34107.6953125
17.9799995422363,33624.8671875
17.9899997711182,33272.92578125
18,33337.60546875
18.0100002288818,33796.4453125
18.0200004577637,34503.1171875
18.0300006866455,34498.12890625
18.0400009155273,33879.66015625
18.0499992370605,33630.28515625
18.0599994659424,33675.1484375
18.0699996948242,33654.08984375
18.0799999237061,33759.56640625
18.0900001525879,33693.234375
18.1000003814697,33317.94921875
18.1100006103516,33037.48046875
18.1200008392334,33203.32421875
18.1299991607666,33338.1328125
18.1399993896484,33429.91796875
18.1499996185303,33726.515625
18.1599998474121,33150.5859375
18.1700000762939,32591.103515625
18.1800003051758,32723.369140625
18.1900005340576,33010.7578125
18.2000007629395,33409.25390625
18.2099990844727,33704.6171875
18.2199993133545,33407.44140625
18.2299995422363,33014.0703125
18.2399997711182,33161.72265625
18.25,33167.09765625
18.2600002288818,32747.185546875
18.2700004577637,32481.603515625
18.2800006866455,32651.814453125
18.2900009155273,33247.1953125
18.2999992370605,33287.36328125
18.3099994659424,32909.66015625
18.3199996948242,32624.4453125
18.3299999237061,32485.203125
18.3400001525879,32819.91796875
18.3500003814697,32517.001953125
18.3600006103516,32666.1328125
18.3700008392334,32685.015625
18.3799991607666,32392.6328125
18.3899993896484,32830.1640625
18.3999996185303,32828.61328125
18.4099998474121,32956.265625
18.4200000762939,32926.5234375
18.4300003051758,32547.455078125
18.4400005340576,32476.1015625
18.4500007629395,32578.611328125
18.4599990844727,32532.958984375
18.4699993133545,32389.982421875
18.4799995422363,32254.30078125
18.4899997711182,32272.900390625
18.5,32481.193359375
18.5100002288818,32383.79296875
18.5200004577637,32093.892578125
18.5300006866455,31848.20703125
18.5400009155273,31757.2109375
18.5499992370605,31793.181640625
18.5599994659424,31866.154296875
18.5699996948242,32008.615234375
18.5799999237061,32277.791015625
18.5900001525879,32414.109375
18.6000003814697,32209.392578125
18.6100006103516,31813.244140625
18.6200008392334,31549.697265625
18.6299991607666,31611.888671875
18.6399993896484,31752.283203125
18.6499996185303,31884.89453125
18.6599998474121,32131.423828125
18.6700000762939,32052.12890625
18.6800003051758,31898.71484375
18.6900005340576,32033.74609375
18.7000007629395,31747.693359375
18.7099990844727,31505.703125
18.7199993133545,31956.79296875
18.7299995422363,32108.27734375
18.7399997711182,31650.986328125
18.75,31473.7265625
18.7600002288818,31172.794921875
18.7700004577637,30807.748046875
18.7800006866455,30864.72265625
18.7900009155273,30995.123046875
18.7999992370605,31173.71484375
18.8099994659424,31677.86328125
18.8199996948242,31854.208984375
18.8299999237061,31592.556640625
18.8400001525879,31735.078125
18.8500003814697,31773.36328125
18.8600006103516,31542.033203125
18.8700008392334,31343.591796875
18.8799991607666,31148.95703125
18.8899993896484,30924.82421875
18.8999996185303,30726.427734375
18.9099998474121,30526.431640625
18.9200000762939,30487.80078125
18.9300003051758,30413.802734375
18.9400005340576,30481.6484375
18.9500007629395,30431.0703125
18.9599990844727,30324.2421875
18.9699993133545,30045.87890625
18.9799995422363,29835.974609375
18.9899997711182,30621
19,31271.93359375
19.0100002288818,30973.521484375
19.0200004577637,30732.896484375
19.0300006866455,31005.685546875
19.0400009155273,30458.412109375
19.0499992370605,29942.7421875
19.0599994659424,30300.46484375
19.0699996948242,30692.251953125
19.0799999237061,30722.70703125
19.0900001525879,30885.310546875
19.1000003814697,30803.509765625
19.1100006103516,30389.55859375
19.1200008392334,30569.509765625
19.1299991607666,30709.439453125
19.1399993896484,30544.513671875
19.1499996185303,30756.673828125
19.1599998474121,30794.8125
19.1700000762939,30139.2265625
19.1800003051758,30153.1796875
19.1900005340576,30199.60546875
19.2000007629395,29560.861328125
19.2099990844727,29604.72265625
19.2199993133545,30046.1640625
19.2299995422363,30372.23046875
19.2399997711182,30324.0078125
19.25,29996.185546875
19.2600002288818,30090.9140625
19.2700004577637,30140.970703125
19.2800006866455,30231.73046875
19.2900009155273,30364.30078125
19.2999992370605,30340.55078125
19.3099994659424,30174.099609375
19.3199996948242,30030.978515625
19.3299999237061,29971.48046875
19.3400001525879,29887.279296875
19.3500003814697,30006.64453125
19.3600006103516,30079.8671875
19.3700008392334,29512.716796875
19.3799991607666,29809.544921875
19.3899993896484,30569.044921875
19.3999996185303,30026.85546875
19.4099998474121,29667.609375
19.4200000762939,29670.509765625
19.4300003051758,29928.94140625
19.4400005340576,30020.095703125
19.4500007629395,29907.037109375
19.4599990844727,29817.931640625
19.4699993133545,29616.025390625
19.4799995422363,29379.400390625
19.4899997711182,29251.0390625
19.5,29600.470703125
19.5100002288818,30470.34375
19.5200004577637,30395.833984375
19.5300006866455,29307.3359375
19.5400009155273,29019.064453125
